site_no,estimates,statistic,p.value,null.value,alternative,data.name,method,parameter,conf.int,conf.int2
01378500,-0.00380666195577716,-2.74367334794673,0.00607559608970438,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00725880854750759,-0.00108795746194848
01379000,-0.00116393818518929,-4.26607746174645,0.0000198939731861538,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00159930087210421,-0.0007031079353472
01379500,-0.00137243963440214,-5.01891466087817,0.00000051964226051067,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00183789956609433,-0.000967682183506414
01381000,-0.000547906908208879,-1.7398904157711,0.0818782619216012,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00132878003736019,0.0000832658340821696
01381500,0.00113410239695902,2.69348420133795,0.00707094964859698,0,two.sided,trend_timeSeries,Sen's slope,50,0.000325883608545275,0.0019161363876445
01383500,-0.00113772535340019,-2.74367334794673,0.00607559608970438,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00194952025755628,-0.000371494479269684
01387500,-0.0000623369284044963,-0.117108008753824,0.90677446334059,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000970055011195687,0.00084988430068625
01388000,-0.000631507686541857,-1.32164752736458,0.186285549238115,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00172671899950289,0.000382887137571876
01388500,-0.000597831522239519,-1.22126923414702,0.221984098056913,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00171919076916787,0.000349629888266353
01389500,-0.000358167478966398,-1.57259326040849,0.115813029236007,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000743096729489794,0.0000853284959903
01391500,-0.000938478725780356,-1.35510695843711,0.175383482028116,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00208808493763875,0.000335272748973793
01393450,-0.000889919986448998,-0.86994520788555,0.384330348201332,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00304261256592213,0.00125134200569747
01394500,-0.00352963436201609,-3.98167229763002,0.0000684320872803324,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00505804922034866,-0.0019839751074016
01395000,-0.0048623539934244,-5.01891466087817,0.00000051964226051067,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00652781005534005,-0.003287790473641
01396500,0.000873011944214023,1.85699842452492,0.0633113782288064,0,two.sided,trend_timeSeries,Sen's slope,50,-0.0000212511663307824,0.00184148988005347
01397000,-0.000262588401044685,-0.351324026261472,0.725345271990754,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00133065476935857,0.0008559294051353
01398000,0.0000497695954107227,0.0836485776813028,0.933335842841861,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00196601424128343,0.00211211645641807
01399500,-0.0000435304322402001,-0.217486301971387,0.827829380976393,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000535618032455081,0.000400798437726689
01400000,0.000471526766862772,0.568810328232859,0.569484864788368,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000822951927078134,0.00201187877429165
01400500,-0.000113641947896698,-0.200756586435127,0.840888910748716,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00119912121080354,0.000983205853870976
01401000,0.000848597939669134,0.920134354494331,0.357502553590208,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00113463347227993,0.00281200993037863
01402000,-0.000475064399239292,-0.853215492349289,0.393539813611605,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00156337069398886,0.000764518937739226
01403060,-0.000472031851317001,-1.02051264771189,0.307485394006296,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00145115746918334,0.000469204903005029
01405400,0.00161392141466377,2.57637619258413,0.00998419538549779,0,two.sided,trend_timeSeries,Sen's slope,50,0.000431250946089865,0.00279572802119618
01407500,0.00128444336080193,1.47221496719093,0.140962836913241,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00041789322428309,0.00298093810640029
01407705,0.0000489852359695433,0.0669188621450423,0.94664629687619,0,two.sided,trend_timeSeries,Sen's slope,50,-0.00183948875605939,0.0018760412956851
01407760,0.00113960242185505,0.836485776813028,0.402881674992069,0,two.sided,trend_timeSeries,Sen's slope,50,-0.001506674047603,0.00322351641413733
01408000,0.00189934993133434,3.02807851206316,0.0024611413612515,0,two.sided,trend_timeSeries,Sen's slope,50,0.000624668387285229,0.00310624244439927
01408500,0.000386450854986943,1.97410643327875,0.0483696419955999,0,two.sided,trend_timeSeries,Sen's slope,50,0.00000541579365032412,0.000711099685663572
01409400,-0.000469467253860941,-2.34216017507648,0.0191724847552231,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000830023725166637,-0.0000739719565043478
01410000,0.0000704701112287037,0.351324026261472,0.725345271990754,0,two.sided,trend_timeSeries,Sen's slope,50,-0.000367188778326,0.000541956350565923
