site_no,rbiValue_1970,rbiValue_2020
01410000,0.160536118132234,0.121616901386826
01411000,0.102872945152865,0.121993024015793
01411500,0.119143394111247,0.128954044323929
01413500,0.224448382302504,0.223072581088171
01414500,0.254942767950052,0.333238934701396
01415000,0.243919446476888,0.234211446967601
01417000,0.244461417448502,0.113620186576306
01420500,0.280017199828002,0.333411364954719
01421000,0.233919008886445,0.240317308474724
01423000,0.218806738344464,0.240370209727062
01425000,0.167007559357629,0.0748343092465092
01426500,0.169219731637323,0.138180012442993
01428500,0.19118884537573,0.204427175939812
01429000,0.175764715884593,0.178863285472684
01429500,0.29560626245096,0.358721257896636
01431500,0.221988835272968,0.266354887573077
01434000,0.173074517847762,0.193813763690144
01435000,0.295754960649063,0.387311688243919
01436000,0.0769694485302983,0.190836388832751
01437500,0.15091285123377501,0.218581777305939
01438500,0.159675067467572,0.184739944537604
01439500,0.173847762256429,0.192918170839603
01440000,0.234831142215536,0.264758056418511
01440400,0.207618196415857,0.257335710011966
01442500,0.212235742922237,0.274155382417424
01443900,0.209167718292493,0.223303536173712
01445500,0.170029509129855,0.178127451599232
01446500,0.13963889224085901,0.156654479558574
01447500,0.198151238168367,0.266973775776645
01447680,0.148519576791724,0.193147579438594
01447720,0.196852643818608,0.271808285619746
01447800,0.216409762221564,0.282829872272701
01449360,0.150936755468919,0.200068777480288
01449800,0.194535857057667,0.190617346938776
01450500,0.212350252442267,0.272712153269528
01451000,0.18379796096002,0.183516868587893
01451500,0.221452271855179,0.333940015078692
01451800,0.41707561342013,0.387374706024465
01452000,0.350868626162081,0.381695679142316
01452500,0.138129867894488,0.222674899235415
01453000,0.20072644986569,0.191981365422529
01457000,0.160964523490692,0.167973701211085
01459500,0.809093731041847,0.547850097286572
01463500,0.144564196509109,0.143867891582815
01464000,0.395976813068997,0.33368224213815
01464500,0.414727778276079,0.373306595039266
01465798,1.02810826989925,0.984024430798079
01466500,0.103002442177848,0.0501990059225686
01467000,0.170828874804511,0.110184885227693
01467048,0.675740424639894,0.659331039352318
01467150,0.676672630951128,0.644058121991171
01469500,0.224193976383176,0.217640202380914
01470500,0.234677264053501,0.264269322598342
01470960,0.285151782008847,0.211319264921799
01471000,0.25907777668341,0.206625240615096
01472000,0.262185537045106,0.227048523490267
01472157,0.500499722376457,0.462575895657526
01473000,0.724037482175596,0.711771717840058
01474000,0.6886525777359,0.618548926328251
01474500,0.379242315037432,0.28706356927289
01477120,0.536778766029858,0.460857186051199
01477800,1.30611196712892,1.2813086733598
01478000,0.791138533981469,0.991570607010277
01479000,0.603859206826336,0.646366170230468
01480000,0.576215022091311,0.552285232972457
01480300,0.679944999799269,0.623560360918435
01480675,0.553673849716839,0.482068253682193
01480700,0.548675610595115,0.391426288909812
01481000,0.43314231617536,0.333844327959648
01481500,0.444915582799052,0.340527179333197
01483200,0.606911520101692,0.551864182783948
01483700,0.413332544093431,0.403199880897107
01484100,0.238629641229078,0.411452524351253
01485500,0.23060137268527,0.309453454553649
01487000,0.155402270407374,0.118463914698283
01491000,0.336556452048538,0.329166659661499
01495000,0.616593916246078,0.507177158562178
01500000,0.30408992390621,0.246041701789628
01503000,0.155257690068514,0.171365603561979
01510000,0.2297938456084,0.320148683406789
01512500,0.158487299216378,0.225969725165331
01516500,0.426090758486797,0.4138111570557
01518000,0.332560841166918,0.262091480138016
01520000,0.377987492486789,0.313927775854297
01521500,0.510208025129349,0.452022420156815
01523500,0.474262703914705,0.482009009687441
01524500,0.398934908122644,0.380087101204127
01526500,0.346344924235789,0.286596685588122
01529500,0.22414011930448,0.24165703705504
01531000,0.295928412302359,0.293547771453153
01531500,0.179890809221351,0.192253420350183
01532000,0.375763658378259,0.403005240189512
01534000,0.32095595245662,0.294224240769916
01534300,0.16522167736717,0.184729127105175
01534500,0.151404745826594,0.143437118976516
01536000,0.202618467469178,0.240210927181179
01536500,0.166079446055223,0.177492102008178
01538000,0.2530071255068,0.303580065508257
01539000,0.224119084757004,0.289684753640296
01540500,0.143847018224132,0.152619847880346
01541000,0.28869432909094,0.321323212408628
01541200,0.259210963484822,0.24581756429487
01541500,0.245023097228333,0.248920588024276
01542810,0.405776763830532,0.386102281513482
01543000,0.294266014602255,0.295805982257794
01543500,0.239437891607274,0.247988708948216
01544000,0.231247427951465,0.250811317170314
01544500,0.219635451306092,0.208202572007879
01545000,0.233446392870287,0.2045224856579
01545500,0.181516051339181,0.188024034955471
01545600,0.178443426795516,0.154312052697809
01546500,0.0927449918787223,0.100991140950463
01547100,0.0741177224108115,0.0683690723648074
01547200,0.20219170379606,0.185171238035247
01547500,0.168720578443855,0.158779282697145
01547700,0.254293141299907,0.220909611059402
01547950,0.156053492273234,0.138119566994653
01548500,0.219856233312795,0.212690751879048
01549500,0.398932109780485,0.253225744308941
01549700,0.235672807189951,0.206403223736885
01550000,0.285130106915599,0.290891482680147
01551500,0.171118848992233,0.155461025749656
01552500,0.296552579526983,0.269598101475027
01553500,0.165961390534798,0.159781491917846
01554000,0.14080453637791,0.147236591720391
01555000,0.171793145654835,0.180848704068553
01555500,0.291802997112718,0.335210699744154
01556000,0.297223063818374,0.272145739240904
01557500,0.227023293561031,0.305027718189437
01558000,0.205307702279756,0.224543222097428
01559000,0.221435537469916,0.212898458679412
01560000,0.320086429691141,0.328182690099246
01562000,0.258366885148502,0.243694518087745
01563200,0.249079752467759,0.196524482122488
01563500,0.210195272054961,0.202864818615338
01564500,0.379262989610887,0.273604178848267
01567000,0.180551513770314,0.184080695654166
01567500,0.267658438959306,0.37944579807348
01568000,0.319974509101047,0.304069234757534
01570000,0.220145507344877,0.233638697473314
01571500,0.159413650939075,0.165315635764565
01573000,0.344341268692921,0.390724374273163
01574000,0.421853795979768,0.48075890000845
01574500,0.29644236743294,0.308589637923015
01576500,0.325697023097741,0.322855233569519
